texto,rotulo_masculino,rotulo_feminino
word136 word144 word106 word420 word158 word146 word2 word433 word77 word132 word90 word345 word350 word459 word263 word351 word108 word74 word39 word397 word159 word71 word447 word312 word241 word426 word445 word298 word440 word36 word84 word452 word374 word263 word310 word385 word172 word376 word173 word362 word47 word379 word141 word375 word406 word118 word277 word214 word220 word393 word26 word9 word271 word10,negativa,negativa
word59 word410 word489 word365 word26 word47 word288 word266 word16 word199 word401 word407 word282 word469 word86 word250 word391 word270 word335 word117 word7 word137 word371 word176 word328 word498 word315 word215 word477 word82 word223 word478 word372 word423,negativa,negativa
word235 word362 word144 word76 word86 word227 word363 word447 word56 word80 word24 word227 word28 word121 word490 word93 word341 word112 word378 word345 word487 word31 word143 word367 word298 word227 word358 word250 word50 word214 word380 word389 word432 word269 word288 word195 word254 word79 word475 word244 word91 word414 word6 word281 word412 word446 word150 word324 word399 word282 word191 word274 word73 word447 word318 word500 word68 word304 word434 word63 word453 word493 word134 word442 word307 word268 word223 word431 word126 word265 word7 word413 word206 word179 word468 word496 word183 word480 word443 word440 word406 word228 word236 word146 word58 word296 word241,positiva,positiva
word294 word455 word142 word251 word414 word296 word140 word476 word498 word142 word129 word324 word305 word18 word243 word164 word320 word96 word28 word476 word230 word416 word456 word25 word175 word404 word161 word30 word165 word208 word437 word473 word102 word373 word106 word330 word69 word8 word123 word353 word101 word1 word351 word7 word318 word111 word343 word186 word216 word462 word343 word123 word201 word8 word64 word136 word387 word383 word186 word127 word416 word372 word452 word49 word166 word386 word127 word393,positiva,positiva
word465 word52 word91 word289 word494 word337 word298 word204 word368 word238 word382 word155 word240 word136 word407 word362 word381 word369 word64 word123 word254 word477 word114 word20 word16 word145 word208,negativa,negativa
word332 word247 word29 word161 word235 word190 word117 word271 word258 word180 word487 word373 word172 word438 word274 word259 word135 word171 word210 word236 word422 word421 word186 word417 word364 word443 word95 word378 word11 word68 word379 word210 word196 word369 word98 word93 word472 word22 word450 word172,negativa,negativa
word364 word251 word179 word182 word152 word25 word455 word180 word198 word344 word161 word177 word285 word63 word491 word150 word154 word156 word370 word469 word49 word455 word337 word84 word361 word177 word148 word118 word342 word476 word63 word189 word360 word49 word327 word257 word224 word141 word478 word215 word435 word379 word440 word211 word318 word32 word158 word285 word305 word429 word477 word286 word144 word424 word19 word18 word257 word78 word371 word175 word498 word194 word476 word113 word114 word222 word166 word435 word319 word132 word385 word264 word413 word55 word359 word131 word288 word266,negativa,negativa
word278 word144 word339 word459 word190 word437 word331 word270 word487 word187 word154 word172 word404 word468 word247 word389 word449 word11 word47 word266 word317 word111 word476 word301 word303 word418 word374 word397 word492 word473 word279 word292 word447 word252 word76 word175 word109 word450 word340 word336 word14 word181 word322 word433 word272 word452 word43 word461 word102 word113 word193 word9 word149 word338 word491 word224 word110 word354 word84 word43 word66 word388 word379 word109 word102 word135 word86 word84 word442 word227,negativa,neutra
word434 word2 word329 word440 word145 word444 word366 word420 word61 word273 word49 word332 word444 word404 word434 word131 word43 word57 word50 word452 word465 word178 word293 word46 word170 word271 word417 word336 word139 word247 word148 word230 word280 word125 word192 word374 word80 word94 word226 word65 word88 word88 word201 word214 word204 word401 word382 word89,negativa,negativa
word30 word461 word295 word116 word396 word226 word59 word76 word428 word216 word132 word420 word498 word304 word398 word81 word305 word67 word230 word471 word333 word393 word277 word361 word72 word209 word272 word144 word251 word284 word179 word440 word80 word57 word366 word308 word174 word462 word238 word492 word166 word84 word493 word48 word127 word169 word354 word374 word443 word349 word67 word330 word340 word194 word155 word160 word184 word266 word168 word145 word186 word374 word353 word262 word423 word495 word274 word457 word328,neutra,neutra
word378 word71 word373 word338 word386 word372 word266 word492 word130 word60 word301 word392 word442 word119 word263 word483 word471 word328 word21 word97 word303 word1 word396 word203 word432 word128 word350 word132 word34 word87 word32 word259 word476 word324 word313 word370 word460 word408 word33 word387 word388 word286 word326 word49 word286 word456 word82 word144 word437 word390 word280 word371 word92 word224 word217 word156 word277 word8 word36 word124 word9 word40 word469 word179 word129 word447 word373 word68 word458 word154 word424 word3 word364 word378 word265 word416 word451 word4 word262 word329 word282 word386 word450 word370 word85 word342 word387 word35 word114 word59 word38 word33,positiva,positiva
word217 word209 word160 word408 word7 word269 word126 word475 word368 word325 word356 word90 word42 word365 word159 word202 word366 word282 word470 word332 word288 word91 word481 word125 word126 word52 word404 word103 word361 word424 word187 word205 word14 word428 word104 word117 word470 word466 word304 word93 word427 word144 word110 word163 word53 word418 word3 word68 word246 word389 word138 word308 word413 word352,neutra,neutra
word494 word146 word159 word444 word125 word110 word37 word277 word14 word473 word347 word232 word316 word124 word279 word479 word111 word124 word413 word431 word30 word115 word90 word212 word38 word83 word27 word217 word360 word486 word372 word215 word221 word15 word443 word259 word266 word463 word120 word464,neutra,neutra
word363 word55 word14 word269 word340 word90 word27 word89 word393 word41 word304 word268 word138 word6 word242 word162 word180 word297 word467 word6 word386 word271 word401 word272 word156 word85 word200 word10 word138 word242 word394 word201 word156 word408 word275 word225 word68 word184 word195 word42 word396 word402 word151 word84 word134 word309 word354 word298 word450,neutra,neutra
word319 word408 word339 word457 word355 word132 word493 word42 word352 word110 word70 word284 word126 word348 word296 word179 word413 word298 word374 word197 word261 word101 word425 word61 word183 word412 word297 word367 word9 word413 word206 word422 word318 word54 word180 word104 word126 word34 word165 word433 word298 word270 word466 word289 word118 word354 word92 word100 word493 word496 word485 word87 word234 word401 word124 word203 word32 word357 word463 word452 word39 word94 word10 word215 word408 word100 word244 word58 word453 word357 word491 word320 word19 word357 word117 word136 word327 word296 word13 word101 word380 word155 word82 word88 word105 word130 word272 word14 word128 word401 word60 word454 word227 word17 word45,positiva,positiva
word261 word381 word419 word341 word452 word369 word432 word336 word479 word474 word190 word372 word419 word198 word353 word277 word336 word495 word39 word162 word490 word121 word380 word399 word262 word450 word216 word312 word49 word92 word129 word321 word28 word356 word148 word432 word328 word65 word218 word51,neutra,neutra
word490 word214 word109 word456 word284 word429 word425 word94 word225 word225 word239 word118 word420 word91 word340 word289 word281 word492 word491 word19 word175 word469 word106 word289 word248 word323 word142 word463 word417 word298 word470 word193 word351 word303 word291 word373 word468 word416 word439 word438 word332 word435 word208 word443 word456 word248 word142 word402 word384 word311 word222 word225 word354 word184 word364 word305 word482 word188 word113 word181 word199 word390 word70 word86 word392 word485 word399 word410 word39 word131 word441 word10 word3 word478 word302 word150 word67 word193 word97 word19 word484 word318 word98 word57 word351 word107 word88 word460 word141 word144 word400 word371 word375 word52,positiva,positiva
word10 word94 word414 word371 word409 word383 word441 word366 word447 word107 word105 word71 word431 word84 word209 word259 word239 word302 word232 word420 word282 word394 word418 word206 word264 word311 word347 word394 word185 word114 word79 word357 word342 word301 word50 word320 word95 word258 word429 word351 word62 word142 word330 word222 word356 word111 word104 word15 word270 word159 word157 word27 word85 word9 word276 word227 word186 word79 word216 word433 word57 word144,neutra,neutra
word403 word28 word379 word180 word253 word126 word177 word37 word410 word99 word98 word127 word483 word168 word80 word294 word333 word126 word343 word310 word150 word16 word28 word496 word419 word444 word173 word46 word328 word236 word439 word214 word85 word282 word232 word85 word409 word489 word65 word134 word151 word115 word64 word343 word427 word363 word407 word352 word158 word77 word491 word146,negativa,negativa
